PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
8945;"Centro de Salud Buenos Aires";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Buenos Aires (línea 1).  Bus: 141, 143, 54.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a884b6faa61c010VgnVCM1000000b205a0aRCRD";"PIO FELIPE";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"444537";"4471709";"40.39414389575965";"-3.653516110652828";"913 033 200 (cita previa)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8959;"Centro de Salud Bustarviejo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Valdeacederas (línea 1), Tetuán (línea 1).  Bus: 124, 66.  Bicimad: Estación 207 (Azucenas, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d984b6faa61c010VgnVCM1000000b205a0aRCRD";"BUSTARVIEJO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28020";"3";"CASTILLEJOS";"6";"TETUAN";"441038";"4479298";"40.462253445775815";"-3.6954687768736085";"915 720 998";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8964;"Centro de Salud Campamento";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Colonia Jardín (líneas 10, ML2 y ML3).  Bus: 65.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42c84b6faa61c010VgnVCM1000000b205a0aRCRD";"MIRUE&amp;Ntilde;A";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28024";"5";"CAMPAMENTO";"10";"LATINA";"433676";"4471746";"40.393721254108925";"-3.781591559690343";"917 113 973";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
7651785;"Centro de Salud Campo de la Paloma";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Bus: 310, 10, 144, 57.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=02b588575dca8410VgnVCM2000000c205a0aRCRD";"VILLALOBOS";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"444993";"4470359";"40.38200620388691";"-3.6480375349969196";"917 789 613 (Cita previa)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
51700;"Centro de Salud Canal de Panamá";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Barrio de la Concepción (línea 7).  Bus: 122, 53.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3e2598d1351c010VgnVCM1000000b205a0aRCRD";"VERDAGUER Y GARCIA";"CALLE";"V";"56";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444755";"4477146";"40.44125057288544";"-3.65270946001226";"914 032 154";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
41145;"Centro de Salud Canillejas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Torre Arias (línea 5).  Bus: 105, 140, 153, 165, 77.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76f2598d1351c010VgnVCM1000000b205a0aRCRD";"BOLTAÑA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"447919";"4477261";"40.44436285408187";"-3.6141331916571255";"913 249 393";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
7651324;"Centro de Salud Carabanchel Alto";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: La Peseta (línea 11).  Bus: 118, 155, 35.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8443c71485ca8410VgnVCM2000000c205a0aRCRD";"CARABANCHEL ALTO";"AVENIDA";"V";"150";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"435971";"4468168";"40.36162427421505";"-3.754097563776428";"915 115 793";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8965;"Centro de Salud Caramuel";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Puerta del Ángel (línea 6).  Bus: 138.  Bicimad: Estación 224 (calle Caramuel, 51).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4d84b6faa61c010VgnVCM1000000b205a0aRCRD";"FUENTEOVEJUNA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28011";"2";"PUERTA DEL ANGEL";"10";"LATINA";"438225";"4473427";"40.40916086026776";"-3.7280631261494497";"914 635 879 / 914 798 262";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9050;"Centro de Salud Casa de Campo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Bus: 41, 75, 46.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67e84b6faa61c010VgnVCM1000000b205a0aRCRD";"RIBERA DEL MANZANARES";"CALLE";"V";"113";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"438061";"4475708";"40.42782393254158";"-3.731494497212358";"915 473 628 / 915 590 035";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9032;"Centro de Salud Castelló";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Núñez de Balboa (líneas 5 y 9), Velázquez (línea 4), Lista (línea 4).  Bus: 29, 52, 1, 74.  Bicimad: Estaciones 109 (calle José Ortega y Gasset, 30) y 87 (calle Ayala, 44).  Aparcamiento: Plaza Marqués de Salamanca (25) y Velázquez Ayala (42) calle Velázquez y calle Ayala.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9f84b6faa61c010VgnVCM1000000b205a0aRCRD";"CASTELLO";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"442204";"4475561";"40.428679802203575";"-3.681364992353443";"915 778 118";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9054;"Centro de Salud Cea Bermúdez";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Canal (líneas 2 y 7).  Bus: 2, 12.  Bicimad: Estaciones 202 (calle Santander esquina con avenida de Filipinas), 201 (calle José Abascal, 2) y 245 (calle Galileo, 63).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f194b6faa61c010VgnVCM1000000b205a0aRCRD";"CEA BERMUDEZ";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"440030";"4476713";"40.438903566928445";"-3.7071132524691635";"915 349 755";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8966;"Centro de Salud Cebreros";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Lucero (línea 6).  Bus: 36, 39, 65, 33.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1394b6faa61c010VgnVCM1000000b205a0aRCRD";"CEBREROS";"CALLE";"V";"74";"";"";"";"";"MADRID";"MADRID";"28011";"3";"LUCERO";"10";"LATINA";"436487";"4473063";"40.40575093761937";"-3.7485205362420997";"914 642 716";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9028;"Centro de Salud Cerro Almodóvar";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Bus: 145, 63, 58.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34494b6faa61c010VgnVCM1000000b205a0aRCRD";"FUENTESPINA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28031";"2";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"448675";"4470159";"40.38043934052428";"-3.6046579314499962";"913 311 836";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8960;"Centro de Salud Ciudad de los Periodistas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Herrera Oria (línea 9).  Bus: 134, 49, 133, 67, 124, 127.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb794b6faa61c010VgnVCM1000000b205a0aRCRD";"VALENCIA DE DON JUAN";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28034";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440052";"4481806";"40.484786499278385";"-3.707313384657511";"917 303 399";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8951;"Centro de Salud Ciudad Jardín";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Alfonso XIII (línea 4).  Bus: 73, 9.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6594b6faa61c010VgnVCM1000000b205a0aRCRD";"PANTOJA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"443142";"4477625";"40.44733798955038";"-3.67049219748446";"915 194 411";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9065;"Centro de Salud Comillas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Marqués de Vadillo (línea 5).  Bus: 55, 60.  Bicimad: Estación 228 (calle San Delfín, 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e894b6faa61c010VgnVCM1000000b205a0aRCRD";"EDUARDO MARQUINA";"CALLE";"V";"33";"";"";"";"";"MADRID";"MADRID";"28019";"1";"COMILLAS";"11";"CARABANCHEL";"439740";"4471543";"40.39230886184925";"-3.7100426086851543";"914 605 100";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8975;"Centro de Salud Cáceres";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Delicias (línea 3).  Bus: 19, 247, 45, 47, 59, 8, 85, 86.  Cercanías Renfe: Delicias (Líneas C1 y C10).  Bicimad: Estaciones 164 (Paseo Delicias 92), 172 (calle Bustamante, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfa84b6faa61c010VgnVCM1000000b205a0aRCRD";"CACERES";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28045";"5";"DELICIAS";"2";"ARGANZUELA";"441018";"4472235";"40.39862523060971";"-3.6950492737105947";"915 309 112";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9040;"Centro de Salud Daroca";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: El Carmen (línea 5).  Bus: 106, 110, 210, 146, 38.  Bicimad: Estación 188 (Avenida Daroca, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01a94b6faa61c010VgnVCM1000000b205a0aRCRD";"DAROCA";"AVENIDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444298";"4475977";"40.43068905567289";"-3.657995094893664";"913 553 004";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9064;"Centro de Salud Delicias";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Palos de la Frontera (línea 3).  Bus: 19, 45, 86, 27, 55, 247, 47, 8, 59, 6, 85, 102.  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C5, C7, C10).  Bicimad: Estaciones 120 (calle Palos de la Frontera 27), 168 (paseo Santa María de la cabeza, 29).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=93b94b6faa61c010VgnVCM1000000b205a0aRCRD";"DELICIAS";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE MOGUER";"2";"ARGANZUELA";"441017";"4472865";"40.40430960161495";"-3.695107740220054";"914 678 962";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
31598;"Centro de Salud Doctor Castroviejo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Antonio Machado (línea 7).  Bus: 42, 127, 132.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9e5b3e42751c010VgnVCM2000000c205a0aRCRD";"CANDIDO MATEOS";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"439125";"4480481";"40.47277245807722";"-3.71813267268184";"913 739 500";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9020;"Centro de Salud Doctor Cirajas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Ciudad Lineal (línea 5), Pueblo Nuevo (líneas 5 y 7).  Bus: 105, 38, 4, 48, 70.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26c94b6faa61c010VgnVCM1000000b205a0aRCRD";"DOCTOR CIRAJAS";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"446074";"4476487";"40.43540069493309";"-3.637101566557678";"913 221 540";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9014;"Centro de Salud el Espinillo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Ciudad de los Ángeles (línea 3).  Bus: 123, 23.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4be94b6faa61c010VgnVCM1000000b205a0aRCRD";"OROVILLA";"AVENIDA";"V";"53";"";"";"";"";"MADRID";"MADRID";"28041";"4";"LOS ROSALES";"17";"VILLAVERDE";"441479";"4467790";"40.35862379228159";"-3.689197415839021";"913 180 775";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9011;"Centro de Salud El Pardo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddf94b6faa61c010VgnVCM1000000b205a0aRCRD";"CARLOS MORLA LYNCH";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28048";"1";"EL PARDO";"8";"FUENCARRAL-EL PARDO";"434187";"4485593";"40.51845479322299";"-3.776911691678247";"913 760 233";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
34480;"Centro de Salud Eloy Gonzalo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Quevedo (línea 2), Iglesia (línea 1).  Bus: 3, 16, 61, 149.  Bicimad: Estación 126 (Calle General Álvarez de Castro, 2).  Aparcamiento: Olavide (52) plaza de Olavide.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cf5b3e42751c010VgnVCM2000000c205a0aRCRD";"ELOY GONZALO";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440617";"4476387";"40.43412739234342";"-3.701427600778644";"915 932 300";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8977;"Centro de Salud Embajadores";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Embajadores (líneas 3 y 5).  Bus: 148, 60, 78, 55, 59, 6, 85.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estación 121 (Paseo Santa María de la Cabeza, 58).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=601a4b6faa61c010VgnVCM1000000b205a0aRCRD";"CARDENAL SOLIS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28012";"6";"PALOS DE MOGUER";"2";"ARGANZUELA";"440647";"4472617";"40.402049127782306";"-3.699456498318929";"914 671 200";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
5647268;"Centro de Salud Ensanche de Vallecas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Congosto (línea 1).  Bus: 142, 103.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78f1a1832ebf7210VgnVCM1000000b205a0aRCRD";"CINCOVILLAS";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"447041";"4468832";"40.368389612130315";"-3.623780031558085";"913 852 255 (Cita previa)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
7651810;"Centro de Salud Entrevías";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Bus: 103, 111, 24.  Cercanías Renfe: Asamblea de Madrid (líneas C2, C7 y Regional).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=537fec621fca8410VgnVCM1000000b205a0aRCRD";"DE LA CAMPIÑA";"CALLE";"V";"";"";"";"";"sin número";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443138";"4470060";"40.37919447906291";"-3.6698558658238256";"915 073 030 (Cita previa)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9005;"Centro de Salud Espronceda";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Ríos Rosas (línea 1), Alonso Cano (línea 7), Gregorio Marañón (líneas 7 y 10).  Bus: 5, 12, 45.";"Este Centro de Salud presta atención urgente como Centro Sanitario 24 horas de lunes a viernes de 17 a 8 horas del día siguiente y sábados, domingos y festivos las 24 horas.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=853a4b6faa61c010VgnVCM1000000b205a0aRCRD";"ESPRONCEDA";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28003";"5";"RIOS ROSAS";"7";"CHAMBERI";"440910";"4476884";"40.44050708089837";"-3.6967420896749132";"913 994 149 / 112 (urgencias)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
62770;"Centro de Salud Estrecho de Corea";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Barrio de la Concepción (línea 7).  Bus: 21, 146, 48.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0903598d1351c010VgnVCM1000000b205a0aRCRD";"ESTRECHO DE COREA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28027";"4";"CONCEPCION";"15";"CIUDAD LINEAL";"445158";"4476995";"40.43991701481407";"-3.647944779892409";"914 073 714";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
8942;"Centro de Salud Federica Montseny";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Miguel Hernández (línea 1).  Bus: 103, 142, 143, 54, 58, 144.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=184a4b6faa61c010VgnVCM1000000b205a0aRCRD";"ALBUFERA";"AVENIDA";"V";"285";"";"";"";"";"MADRID";"MADRID";"28038";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445702";"4470966";"40.38752095230912";"-3.639737034237325";"913 909 975 (Cita previa)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9017;"Centro de Salud Fuencarral";"";"";"Cita previa:    Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Fuencarral (línea 10).  Bus: 137, 66, 124.";"Este Centro de Salud presta atención urgente como Centro Sanitario 24 horas de lunes a viernes de 17 a 8 horas del día siguiente y sábados, domingos y festivos las 24 horas.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa5a4b6faa61c010VgnVCM1000000b205a0aRCRD";"ISLA DE JAVA";"CALLE";"V";"53";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441882";"4482563";"40.49174226781959";"-3.685793934822406";"917 293 471 (cita previa) / 112 (urgencias)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
9012;"Centro de Salud Fuentelarreina";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Bus: 67, 82.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d6a4b6faa61c010VgnVCM1000000b205a0aRCRD";"ALFONSO RODRIGUEZ CASTELAO";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"437799";"4481539";"40.482214022386394";"-3.7338779503799406";"913 738 448 (Cita previa)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
104705;"Centro de Salud Gandhi";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: García Noblejas (línea 7).  Bus: 109, 38, 4, 48, 70.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=918c8899fc81c010VgnVCM1000000b205a0aRCRD";"GANDHI";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"446424";"4475146";"40.42522373132448";"-3.631582839635467";"913 042 927";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"; 
